label,text,title
behavioral-change,People always judge others so rudely.,What can I do about those people that are so misunderstanding and judgmental?
behavioral-change,I read that you should ignore them and they have to come to a conclusion that they were wrong on their own terms. Is that correct?,Do narcissists get healed by rationalizing?
behavioral-change,"I'm a teenager, and I created a sort of imaginary friend to help me cope with stressful situations or if I'm worried or upset. She ""gives me advice"" and comforts me and tells me it'll be okay. I've given her a name (Solace) and created a personality for her that's like a comforting motherly figure. I know it's just my own advice and my own thoughts, but it's just that I'm thinking of them through a voice other than my own. I do this because I know I never really listen to my own advice, and I thought it would be better if it was through someone else who knew my thought process in and out, through this imaginary friend. Is this normal? Could it develop into a separate personality with time if I continue a mentality that she is her own person?",Is it weird or dangerous to give myself advice through an imaginary friend?
behavioral-change,,How can I control my anxiety when I have Obsessive-Compulsive Disorder?
behavioral-change,"Often times I find myself thinking scary thoughts and sometimes I even scare myself into thinking that something bad is going to happen to me. Once it starts, the thought continues going through my head and I can't get it out. How can I stop these thoughts?","How can I get ""out of my head"" and stop obsessive thoughts?"
behavioral-change,I'm a teenager and I've been sneaking out of my house at night for a year now. I've been caught several times. I want to stop doing this but I don't know where to start. How do I stop?,How do I stop sneaking away from home at night?
behavioral-change,My grandma had a stroke and passed away recently. I lost my home and job. I'm looking but haven't found a job. I've been binge watching television and binge eating.,I feel like I failed myself
behavioral-change,"I constantly have this urge to throw away all my stuff. It’s constantly on my mind and makes me feel anxious. I don’t sleep because I’m thinking about something I can get rid of. I don’t know why I do it. I started years ago when I lived with my dad then I stopped when I moved in with my mom. Years later, it has started again.",Why do I throw all my stuff away?
behavioral-change,"I have a fear of something and I want to face that fear to overcome it, but I don't know how. What can I do?",Overcoming fears
behavioral-change,"I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why,  I have anxiety and I had a rough childhood but now I'll start to hit my head and sometimes not realize it but I don't know how to stop or even why I'm doing it.  How can I help myself to change my behavior?",How can I help myself and change my behavior?
