,labels,content
91,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","How do I stop a bully who adults wouldn't recognize as bullying without speaking to the bully? + She mostly targets me on social media. The bullying used to be much worse, but it is still going on. The comments are so vague, but I know that they are meant for me. Even when I confront her, she messages me short phrases to try to get in my head. If I try to fight back, she will ruin me."
92,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I am paranoid that my boyfriend hiding something from me + My boyfriend and I have been dating for almost a year. We go to different schools, and we don't see each other that often. I just feel very paranoid that there's someone else or that he could be hiding something from me."
93,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","What do I do when I have anxiety attacks? + I get so much anxiety, and I don’t know why. I feel like I can’t do anything by myself because I’m scared of the outcomes."
94,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","How can I be interested in the same sex after nearly 40 years of being straight? + After 40 years of being straight, how could I now find myself interested in people of the same sex? I have had a few same sex encounters of my own doing."
95,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","How do I get my husband back? + My husband and I are separated and he doesn't even want to talk to me.  He says he doesn't love me anymore, but I would do anything to get him back. Is there any hope?"
96,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","How can I be happier and healthier? + I've tried working out and eating fruits and vegetables, but I always seem to eat the junk in the house."
97,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","I want to feel more comfortable around people + My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him. I also was dealing with an abusive relationship (mentally, physically, and emotionally). Now I live like a recluse and I always feel nervous around people.
 How can I feel more comfortable around other people?"
98,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","How do I deal with all of my disorders? + I have attention-deficit/hyperactivity disorder, posttraumatic stress disorder, anxiety, anger, and memory problems. I can't work. I have no income. I'm on medicine, but I feel worthless. I want to be normal."
99,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","Is my ex-boyfriend a pathological liar? + I have an ex-boyfriend who just lies about everything. He is super lazy. He lies to everyone that he has a good job, builds trust, and then start borrowing money—and large amounts too. It has come to the point where he has gone through several group of friends. He is leaving a trail behind full of friends in debt because he would put on a sob story, borrow money, then disappear. He refuses to work, so he sits at home playing games all day and either lies to his mom for money or lies to his friends. I used to think his lying was due to his drug habit, but now I'm hearing from other ex-friends of his that this started even before the drugs got into his life. He would borrow anywhere from $5,000 to $50,000 from everyone and it would all disappear. He's in debt with bills. He doesn't gamble, but he spends his money on random stuff.
 Although he has this habit of lying compulsively and spending money, he seems to be a good person. He'll always give a homeless person all his change no matter what. My brother has epilepsy and is really antisocial—my ex-boyfriend makes an actual effort to socialize with my brother. He takes him out to the movies and plays video games with him. He drives me to school and work every day and picks me up—just basically the small things that add up to the fact that he's not totally a horrible human being. Is he just simple a pathological liar or is there something that could possibly be deep down in there?"
100,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","My partner is bored of being intimate with me + My partner and I have had an amazing relationship and connection for over two years. We're very committed to each other and are planning a very long life together. However, he recently was very open and honest that he isn't interested in having sex with me anymore. He says this has happened in every past relationships and has ended it as a result. He knows it's because it's the ""same person"" feeling, but how can he get over this?"
101,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","What should I do about my marriage and my wife's behavior? + My wife and I got separated because I asked about her contact with a male friend of hers. The next day, she kicked me out. She let me move back two days later. Yesterday, she said she wanted a divorce then quickly changed her mind. I asked if the other guy was a factor, but she says it's not my business."
102,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","How can I not be afraid of commitment? + I've pretty much been on my own since day one, I'm a middle child of five, and I can't seem to put my trust in anyone. It took me four years to finally open up a little to my best friend. Every time I realize that I have feelings for someone, I freak out and never talk to them again. I really want some help."
103,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","How do I get over ""imposter syndrome""? + I'm dealing with imposter syndrome in graduate school. I know that by all accounts I am a phenomenal graduate student, and that I am well-published. I am well liked by students and faculty alike. And yet I cannot shake the feeling that I'm going to be found out as a fraud.  How can I get over this feeling?"
104,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","My ex-boyfriend put himself on a dating website because he thought I wasn't interested + I have been seeing this guy for a little over a year. Back in August, he asked for us to step back for now. Since then, he has still been in contact with me every day. We spent some time together over the holidays, but then I was gone for New Years with family. I came to find out that he put himself on a dating site. When I found out, I asked him about it, and he responded with this: “My apologies if I got my signals crossed, or if I wasn’t honest with you. You have helped me tons this past year and I am glad you are in my life. I didn’t realize you were still interested in dating. Again, my apologies.” Also, is it better to say that I want him in my life or that I want him as part of my life?"
105,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","Why do I crave depression? + It's not entirely true to say I enjoy being sad, but I always find a way to feel that way. I listen to sad music, read tragic stories, and, in a twisted way, like how bad it makes me feel. I focus on negative aspects of my life even if they aren't legitimate or I just make it seem negative."
106,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","My boyfriend does not do some sexual things with me that he has done with other people + My boyfriend won't touch me intimately, he won't kiss me while we are having sex and he won't have oral sex with me. I know he has done this things with other women in the past. I don't know why he won't do them with me. What should I do?"
107,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",How do I trust others? + I'm having problems shutting them out and putting up walls.
108,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","Why do I throw all my stuff away? + I constantly have this urge to throw away all my stuff. It’s constantly on my mind and makes me feel anxious. I don’t sleep because I’m thinking about something I can get rid of. I don’t know why I do it. I started years ago when I lived with my dad then I stopped when I moved in with my mom. Years later, it has started again."
109,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",How can I deal with a break up? + My fiancé and I broke up. He cheated on me numerous times. I kept forgiving but questioning his every move. He got tired and left.
110,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","What can I do about my children blaming me for their addictions? + I have three children: a biological daughter, a stepdaughter, and a stepson. I found out my stepdaughter overdosed today. My daughter blames me. I told her to stay out of it. I'm scared of all three kids now. They all blame me for their choices they made. All three have drug addictions. I had a stroke in 2013 so I need to depend on people from now on."
